Date,BGT,Broad,Elliot,Fremont,MTS,NW58,Second,Spokane,Thirty,TwoSix,Friday,Monday,Saturday,Sunday,Sunlight,Thursday,Tuesday,Wednesday,isMay,TempHi,TempAvg,TempLow,DewHigh,DewAvg,DewLow,HumidHi,HumidAvg,HumidLow,PressHigh,PressAvg,PressLow,VisHigh,VisAvg,VisLow,WindAvg,WindLow,WindHigh,Precip,Events
2012-10-03,1412.2383808144982,397.41047986774265,1450.2096468605969,3521.0,826.11216042671,321.8245835096505,864.0172499417479,1023.5492645693029,284.68059467862184,274.22865185289794,False,False,False,False,11.277359236496743,False,False,True,False,66,55,46,42,37,32,77,52,29,30.39,30.33,30.28,10,10,10,10,3,17,0.0,
2012-10-04,1393.788234402266,392.21852244828335,1431.2634259700578,3475.0,815.3194426250545,317.6201157898425,852.7293222231111,1010.1771355803257,280.9613934984978,270.6459997696166,False,False,False,False,11.219141593709244,True,False,False,False,64,56,48,41,39,34,74,54,35,30.3,30.27,30.24,10,10,10,10,4,16,0.0,
2012-10-05,1262.6317588196648,355.31047731430095,1296.5805079003576,3148.0,738.5972965132868,287.73183439033795,772.4868795275837,915.1187403760765,254.52272423979028,245.17801648194342,True,False,False,False,11.161037510141552,False,False,False,False,70,58,48,43,37,33,80,52,27,30.3,30.25,30.2,10,10,10,13,2,16,0.0,
2012-10-06,804.5868196290492,226.41449094424644,826.2199805743703,2006.0,470.6563458721898,183.35135317249618,492.2518044257728,583.141103301909,162.1895123332335,156.23478432743917,False,False,True,False,11.103056478579854,False,False,False,False,71,58,44,42,36,26,82,49,19,30.24,30.18,30.11,10,10,10,9,2,16,0.0,
2012-10-07,859.1350785869512,241.7646259235174,882.2348945116154,2142.0,502.565250677084,195.78195338758064,525.6248081156557,622.6760933562756,173.1854114744697,166.82697309540112,False,False,False,True,11.045208198323838,False,False,False,False,72,58,46,44,42,38,83,59,31,30.1,30.02,29.93,10,10,10,8,1,0,0.0,
2012-10-08,1418.65582304484,399.2163781005981,1456.799636735567,3537.0,829.8661492272857,323.2870070643663,867.9434856699694,1028.2004398698166,285.97422987170836,275.47479170795236,False,True,False,False,10.987502588667516,False,False,False,False,71,56,42,47,43,39,89,63,35,30.05,29.96,29.93,10,10,10,7,3,0,0.0,
2012-10-09,1404.216578026571,395.1531070766734,1441.972159516884,3501.0,821.4196744259903,319.9965540662558,859.1094552814709,1017.7352954436606,283.0635506872635,272.67097703407995,False,False,False,False,10.92994980215938,False,True,False,False,60,54,50,48,47,46,89,78,62,30.14,30.08,30.04,10,9,6,9,5,21,0.0,
2012-10-10,1297.5266009471459,365.1300489554523,1332.4135778455068,3235.0,759.0096106164177,295.68376246910526,793.8357862997882,940.4095060726199,261.5568656021986,251.95390194380136,False,False,False,False,10.872560237618181,False,False,True,False,55,52,48,48,47,46,93,84,74,30.05,30.02,29.99,10,5,2,6,1,0,0.0,
2012-10-11,1222.1216547406348,343.9107447194012,1254.981196814609,3047.0,714.9002422096521,278.5002857011943,747.7025164931854,885.7581962915837,246.35665208343102,237.31175864691278,False,False,False,False,10.815344552878953,True,False,False,False,55,52,46,46,46,44,90,81,69,30.0,29.92,29.81,10,7,5,7,1,0,0.0,
2012-10-12,806.5922703260311,226.97883414201374,828.2793524102982,2011.0,471.8294673723698,183.80836053334482,493.4787530908421,584.5945955833196,162.5937733310731,156.6242030321436,True,False,False,False,10.758313677241965,False,False,False,False,57,52,46,51,48,45,94,85,72,29.99,29.9,29.83,10,7,2,13,7,21,0.09,Rain
2012-10-13,307.23504677759325,86.45737789795253,315.49576526419116,766.0,179.722213827566,70.01352768201996,187.96853548860517,222.67501751209488,61.93278486902139,59.65894556072701,False,False,True,False,10.701478823595536,False,False,False,False,62,58,55,57,54,50,94,86,78,30.14,30.1,30.02,10,10,4,16,9,23,0.09,Rain
2012-10-14,279.9609172986423,78.78231040831707,287.48830829556846,698.0,163.76776142511886,63.79822757447773,171.28203364366374,202.9075224849115,56.4348352984033,54.36285117674603,False,False,False,True,10.644851500181554,False,False,False,False,64,60,57,59,57,55,96,89,73,30.11,29.96,29.88,10,7,2,12,6,16,0.52,Rain
2012-10-15,911.6778868478712,256.550417705021,936.1904366129328,2273.0,533.3010339817984,207.75554624181643,557.7708631404695,660.7575911292321,183.77704961786628,177.02974315865862,False,True,False,False,10.588443521970543,False,False,False,False,63,58,54,60,55,50,96,86,72,29.96,29.78,29.55,10,8,2,14,6,23,0.22,Rain
2012-10-16,1217.7096632072753,342.6691896843131,1250.4505787755672,3036.0,712.3193749092562,277.49486950732717,745.0032294300331,882.5605132724804,245.467277888184,236.4550374965629,False,False,False,False,10.532267021610986,False,True,False,False,63,56,48,52,45,42,83,69,50,30.28,29.99,29.58,10,10,10,15,10,29,0.0,
2012-10-17,1300.7353220623165,366.03299807188,1335.708572782992,3243.0,760.8866050167056,296.41497424646315,795.798904163899,942.7350937228767,262.203683198742,252.57697187132854,False,False,False,False,10.476334459915442,False,False,True,False,59,50,43,44,42,40,90,74,55,30.33,30.27,30.21,10,10,10,8,1,0,0.0,
2012-10-18,1172.3864774554895,329.91503341477176,1203.908775283591,2923.0,685.8068290051898,267.1665031521467,717.2741895994685,849.7115877126023,236.33097933700978,227.65417477024155,False,False,False,False,10.420658635843857,True,False,False,False,64,55,46,52,45,39,100,74,39,30.21,29.98,29.82,10,8,2,13,4,18,0.64,Rain
2012-10-19,792.9552055865555,223.14130039719603,814.2756239259868,1977.0,463.85224117114615,180.7007104795737,485.13550216837126,574.710848069728,159.84479854576404,153.97615584015313,True,False,False,False,10.365252695941988,False,False,False,False,60,54,48,55,51,43,94,84,67,29.83,29.79,29.76,10,8,3,16,11,24,0.1,Rain
2012-10-20,428.3642688752865,120.54370704309828,439.8818241542509,1068.0,250.578752438434,97.6167722772811,262.07623485878634,310.4659513092916,86.35014913853114,83.17983532487787,False,False,True,False,10.310130143190984,False,False,False,False,52,47,43,44,39,37,86,74,59,29.9,29.86,29.81,10,10,4,14,8,24,0.18,"Rain , Thunderstorm"
2012-10-21,396.678147862976,111.62708451837472,407.34374914658633,989.0,232.04343273559107,90.39605597587175,242.6904459506926,287.50077326300493,79.96282537266599,77.02701979054702,False,False,False,True,10.255304845221417,False,False,False,False,54,46,41,41,39,37,96,80,57,29.89,29.85,29.78,10,10,6,9,5,0,0.14,Rain
2012-10-22,853.9209067747987,240.2973336093223,876.8805277382023,2129.0,499.5151347766161,194.59373424937402,522.4347415864756,618.8970134246083,172.13433288008684,165.8144844631695,False,True,False,False,10.200791041843248,False,False,False,False,46,42,39,43,40,36,97,87,71,29.76,29.63,29.57,10,9,4,10,2,16,0.26,Rain
2012-10-23,1002.7253484908389,282.17159888365705,1029.6859179640703,2500.0,586.5607500899674,228.50368042434715,613.4743325346124,726.7461407052704,202.1304989197826,194.7093523522422,False,False,False,False,10.146603351840648,False,True,False,False,53,47,42,41,39,38,89,75,59,29.88,29.81,29.67,10,10,10,10,6,0,0.0,Rain
2012-10-24,974.2479485936996,274.1579254753612,1000.4428378938908,2429.0,569.9024247874123,222.0141759002957,596.0516614906293,706.1065503092409,196.38999275046075,189.17960674543852,False,False,False,False,10.09275677897858,False,False,True,False,52,48,44,43,41,38,93,81,61,30.17,29.98,29.86,10,10,5,6,1,0,0.19,Rain
2012-10-25,1088.157548182259,306.21261910854463,1117.4151581746094,2713.0,636.5357259976324,247.97219399650152,665.7423456665614,788.6649118933592,219.35201742774808,211.29858917265324,False,False,False,False,10.03926671716596,True,False,False,False,53,48,43,44,42,39,97,82,61,30.42,30.35,30.2,10,10,6,5,2,0,0.0,
2012-10-26,831.4598589686038,233.9766897943284,853.8155631758071,2073.0,486.37617397460104,189.47525180786866,508.6929165377004,602.6178998728102,167.60660970428367,161.45299497047924,True,False,False,False,9.986148954718045,False,False,False,False,53,48,45,48,44,41,94,86,71,30.3,30.13,30.03,10,9,3,13,3,21,0.06,Rain
2012-10-27,212.97886401945425,59.93324760288876,218.70528897556852,531.0,124.58550331910907,48.53418172213133,130.30194823035166,154.36088028579942,42.932517970561825,41.35626643961624,False,False,True,False,9.933419677659101,False,False,False,False,57,52,48,56,49,46,100,89,77,30.05,29.91,29.76,10,8,2,24,11,32,0.75,Rain
2012-10-28,425.95772803890844,119.86649520577751,437.41057795113704,1062.0,249.17100663821813,97.06836344426266,260.60389646070325,308.72176057159885,85.86503594112364,82.71253287923248,False,False,False,True,9.881095472004374,False,False,False,False,59,55,51,55,51,48,96,83,75,29.94,29.88,29.76,10,10,6,17,10,31,0.26,Rain
2012-10-29,889.2168390416763,250.22977389002705,913.1254720505375,2217.0,520.1620731797831,202.63706380031107,544.0290380916942,644.478477577434,179.2493264420632,172.6682536659684,False,True,False,False,9.82919332495911,False,False,False,False,61,56,51,57,53,50,100,88,72,30.01,29.88,29.73,10,8,2,17,10,26,0.57,Rain
2012-10-30,695.8913918526424,195.827089625258,714.6020270670648,1735.0,407.0731605624374,158.58155421449692,425.751186779021,504.3618216494576,140.27856625032908,135.12829053245605,False,False,False,False,9.777730624970973,False,True,False,False,60,57,54,58,55,53,100,94,88,29.96,29.83,29.75,10,6,2,9,4,0,1.2,Rain
2012-10-31,685.8641383677343,193.0053736364214,704.3051678874242,1710.0,401.2075530615375,156.29651741025344,419.6164434536749,497.09436024240495,138.25726126113128,133.18119700893365,False,False,False,False,9.726725160571114,False,False,True,False,61,56,51,57,54,50,97,91,77,29.75,29.69,29.62,10,8,3,10,2,18,0.64,Rain
2012-11-01,838.6794814777377,236.00832530629071,861.2293017851487,2091.0,490.59941137524874,191.12047830692396,513.1099317319497,607.8504720858881,169.06194929650613,162.85490230741541,False,False,False,False,9.6761951179386,True,False,False,False,60,56,52,52,51,49,97,87,72,30.02,29.85,29.72,10,10,6,12,4,17,0.34,Rain
2012-11-02,993.90136542412,279.68848881348083,1020.6246818859864,2478.0,581.3990154891758,226.4928480366129,608.0757584083077,720.3507746670639,200.3517505292885,192.99591005154244,True,False,False,False,9.62615907712224,False,False,False,False,60,56,51,52,50,47,96,87,62,30.04,30.01,29.97,10,10,6,6,2,0,0.19,Rain
2012-11-03,381.8378127053116,107.4509448548966,392.104397560718,952.0,223.36233363425953,87.01420150559142,233.6110258291803,276.7449303805669,76.97129398865322,74.14532137573383,False,False,True,False,9.576636006854205,False,False,False,False,60,56,53,54,52,51,96,89,78,30.18,30.04,29.97,10,10,6,14,5,21,0.02,Rain
2012-11-04,405.50213092969545,114.11019458855091,416.40498522467,1011.0,237.2051673363828,92.406888363606,248.0890200769971,293.89613930121135,81.74157376316008,78.74046209124677,False,False,False,True,9.527645257889892,False,False,False,False,64,60,55,59,55,53,97,90,75,30.26,30.21,30.18,10,8,3,14,4,22,0.17,Rain
2012-11-05,1127.0632917037033,317.16087714523053,1157.3669717916148,2810.0,659.2942831011235,256.8381367969662,689.545149768904,816.8626621527239,227.19468078583566,218.85331204392023,False,True,False,False,9.479206554809725,False,False,False,False,57,52,48,52,46,41,94,76,53,30.4,30.32,30.17,10,9,3,7,3,0,0.05,Rain
2012-11-06,999.9177175150647,281.3815184067829,1026.8027973937708,2493.0,584.9183799897153,227.86387011915895,611.7566044035153,724.7112515112956,201.56453352280718,194.16416616565593,False,False,False,False,9.431339986219816,False,True,False,False,57,50,44,51,46,43,97,85,74,30.16,30.02,29.96,10,8,1,21,5,28,0.01,
2012-11-07,1090.5640890186369,306.88983094586536,1119.886404377723,2719.0,637.9434717978485,248.52060282951993,667.2146840646442,790.4091026310522,219.83713062515557,211.76589161829864,False,False,False,False,9.384065993290548,False,False,True,False,54,48,41,44,39,35,87,71,49,30.14,30.08,29.95,10,10,10,14,7,16,0.0,
2012-11-08,1079.3335651155396,303.7295090383685,1108.3539220965254,2691.0,631.3739913968409,245.96136160876725,660.3437715402565,782.2695458551532,217.573269037254,209.58514687195347,False,False,False,False,9.337405356574694,True,False,False,False,50,43,36,37,35,33,93,76,54,29.94,29.85,29.82,10,10,10,9,2,16,0.0,
2012-11-09,965.0228753875838,271.5619467656315,990.9697274486214,2406.0,564.5060658865847,219.91194204039172,590.4076976313107,699.4204858147522,194.53039216039878,187.3882807037979,True,False,False,False,9.291379181050127,False,False,False,False,48,40,32,36,30,26,89,70,44,29.96,29.9,29.85,10,10,10,8,3,0,0.0,
2012-11-10,508.98338689394996,143.23030359334427,522.6685719585621,1269.0,297.73823674566734,115.9884681833986,311.3995711945691,368.8963410219953,102.60144125168165,98.83446725399814,False,False,True,False,9.246008879336065,False,False,False,False,46,38,30,31,27,21,89,70,39,30.23,30.12,29.97,10,10,9,8,4,0,0.0,
2012-11-11,251.8846075408988,70.88150563957466,258.65710259257446,628.0,147.34406042259977,57.400124522596,154.10475233269463,182.55863054516388,50.775181328649396,48.91098931088324,False,False,False,True,9.201316153036737,False,False,False,False,48,40,32,42,34,28,93,77,58,30.25,30.18,30.08,10,8,4,9,4,0,0.55,Rain
2012-11-12,654.1780173554235,184.08875111169786,671.7670928797595,1631.0,382.6722333586946,149.0758011088441,400.230654545581,474.12918219611845,131.86993749526616,127.0283814746028,False,True,False,False,9.157322972171784,False,False,False,False,54,49,44,47,45,42,93,88,74,30.22,30.15,30.09,10,9,3,12,5,0,0.13,Rain
2012-11-13,837.0751209201526,235.55685074807695,859.5818043164061,2087.0,489.6609141751048,190.754872418245,512.1283727998942,606.6876782607598,168.73854049823444,162.5433673436518,False,False,False,False,9.11405155265935,False,True,False,False,52,49,46,48,46,45,100,91,83,30.22,30.18,30.14,10,9,4,10,7,0,0.19,Rain
2012-11-14,1042.8343624304728,293.4584628390033,1070.8733546826331,2600.0,610.0231800935661,237.64382764132105,638.0133058359967,755.8159863334811,210.21571887657393,202.4977264463319,False,False,False,False,9.071524331824893,False,False,True,False,52,48,43,47,44,40,93,83,67,30.32,30.28,30.18,10,10,8,6,3,0,0.0,
2012-11-15,1010.7471512787658,284.42897167472637,1037.9234053077828,2520.0,591.253236090687,230.33170986774192,618.3821271948893,732.5601098309124,203.74754291114087,196.26702717106014,False,False,False,False,9.029763941917103,True,False,False,False,48,42,37,43,39,36,100,88,68,30.28,30.11,29.95,10,8,0,9,2,0,0.0,Fog
2012-11-16,804.5868196290495,226.41449094424638,826.2199805743701,2006.0,470.6563458721898,183.35135317249612,492.25180442577283,583.1411033019089,162.18951233323355,156.23478432743914,True,False,False,False,8.988793181621263,False,False,False,False,48,40,35,45,39,36,100,92,77,29.95,29.87,29.7,10,5,0,10,4,0,0.25,"Fog , Rain"
2012-11-17,256.6976892136549,72.23592931421622,263.599594998802,640.0,150.1595520230316,58.49694218863287,157.04942912886074,186.04701202054918,51.745407723464346,49.84559420217399,False,False,True,False,8.94863498557045,False,False,False,False,53,48,43,46,42,37,90,81,66,29.71,29.6,29.48,10,10,6,14,5,23,0.2,Rain
2012-11-18,157.22733464336358,44.24450670495743,161.4547519367662,392.0,91.97272561410686,35.82937709053763,96.19277534142722,113.95379486258639,31.694062230621913,30.530426448831577,False,False,False,True,8.909312391865852,False,False,False,False,50,47,44,44,41,38,90,81,74,29.76,29.67,29.53,10,9,4,20,8,28,0.63,Rain
2012-11-19,387.85416479625667,109.14397444819855,398.2825130685024,967.0,226.8816981347994,88.38522358813746,237.29187182438804,281.1054072247986,78.1840769821719,75.31357748984726,False,True,False,False,8.870848507629207,False,False,False,False,55,52,48,51,47,42,93,84,69,29.69,29.52,29.37,10,7,2,18,10,33,2.49,Rain
2012-11-20,698.2979326890205,196.50430146257875,717.0732732701786,1741.0,408.4809063626533,159.1299630475153,427.22352517710385,506.1060123871503,140.76367944773656,135.59559297810148,False,False,False,False,8.83326647262297,False,True,False,False,51,47,43,46,43,38,90,83,71,29.69,29.63,29.55,10,9,3,20,5,39,0.22,Rain
2012-11-21,549.4934909729799,154.63003618824408,564.2678830443107,1370.0,321.435291049302,125.22001687254225,336.1839342289675,398.25688510648814,110.76751340804083,106.70072508902874,False,False,False,False,8.796589420987223,False,False,True,False,46,44,39,41,39,36,89,80,73,30.3,29.92,29.53,10,10,7,17,9,28,0.52,Rain
2012-11-22,222.20393722557,62.529226312618405,228.17839942083793,554.0,129.98186221993674,50.63641558203533,135.94591208967012,161.04694478028793,44.79211856062381,43.147592481256886,False,False,False,False,8.760840441156533,True,False,False,False,46,40,35,40,37,33,96,81,68,30.37,30.3,30.21,10,10,10,5,1,0,0.02,Rain
2012-11-23,142.3869994856992,40.068367041479306,146.21540035089802,355.0,83.29162651277538,32.447522620257296,87.11335521991496,103.19795198014842,28.702530846609132,27.64872803401839,True,False,False,False,8.726042534034645,False,False,False,False,50,47,44,48,45,41,100,92,86,30.21,30.1,30.03,10,5,2,7,2,0,0.95,Rain
2012-11-24,338.9211677899037,95.37400042267609,348.03384027185575,845.0,198.25753353040895,77.23424398342935,207.3543243966989,245.64019555838144,68.32010863488654,65.81176109505788,False,False,True,False,8.692218569520318,False,False,False,False,50,44,39,45,42,38,93,87,71,30.28,30.23,30.15,10,10,8,6,2,0,0.0,Rain
2012-11-25,408.3097619054697,114.90027506542516,419.2881057949695,1018.0,238.8475374366347,93.04669866879416,249.8067482080941,295.93102849518607,82.30753916013548,79.28564827783303,False,False,False,True,8.659391241493358,False,False,False,False,46,42,37,40,38,35,100,89,66,30.35,30.3,30.22,10,4,0,8,2,0,0.0,Fog
2012-11-26,945.7705486965596,266.1442520670654,971.199757823711,2358.0,553.2440994848572,215.5246713762442,578.6289904466464,685.4669599132109,190.64948658113892,183.64986113863486,False,True,False,False,8.627583021386029,False,False,False,False,48,42,36,36,33,30,87,75,50,30.23,30.12,30.06,10,10,10,7,2,0,0.0,
2012-11-27,1021.5765850424672,287.4764249426698,1049.0440132217948,2547.0,597.5880921916587,232.79954961632492,625.0076499862629,740.4089681505296,205.93055229947447,198.36988817646437,False,False,False,False,8.596816110481123,False,True,False,False,48,41,34,38,35,32,92,80,66,30.09,30.01,29.89,10,10,8,7,2,0,0.0,
2012-11-28,815.8173435321468,229.57481285174333,837.7524628555675,2034.0,477.22582627319747,185.91059439324886,499.12271695016057,591.2806600778079,164.45337392113512,158.41552907378426,False,False,False,False,8.567112391094408,False,False,True,False,48,42,37,43,39,35,93,85,74,29.88,29.72,29.62,10,9,5,7,1,0,0.12,Rain
2012-11-29,739.6102170468431,208.12977133658543,759.4963330902983,1844.0,432.6472092663599,168.54431468099847,452.4986676775301,536.0479533842075,149.09145600323163,143.61761829501384,False,False,False,False,8.538493376814952,True,False,False,False,55,50,44,46,42,39,86,75,64,29.7,29.57,29.44,10,10,7,13,5,0,0.11,Rain
2012-11-30,637.7333216401738,179.4611368900059,654.8802438251487,1590.0,373.0526370572193,145.32834074988477,390.1696754920134,462.21054548855204,128.55499731298173,123.83514809602605,True,False,False,False,8.51098016199256,False,False,False,False,57,52,46,49,46,43,93,84,60,29.47,29.43,29.37,10,7,2,15,7,26,1.51,Rain
2012-12-01,254.29114837727684,71.55871747689542,261.1283487956882,634.0,148.75180622281573,57.94853335561443,155.57709073077768,184.30282128285657,51.260294526056875,49.378291756528625,False,False,True,False,8.484593370676604,False,False,False,False,55,52,48,47,42,38,93,73,53,29.63,29.51,29.28,10,10,5,17,10,28,0.28,Rain
2012-12-02,211.37450346186884,59.481773044674895,217.05779150682608,527.0,123.64700611896512,48.16857583345238,129.32038929829628,153.198086460671,42.609109172290175,41.04473147585265,False,False,False,True,8.459353105224464,False,False,False,False,48,46,44,45,42,39,93,84,76,29.8,29.5,29.18,10,8,3,17,7,25,1.0,Rain
2012-12-03,749.236380392355,210.83861868586857,769.3813179027534,1868.0,438.27819246722356,170.73795001307218,458.3880212698623,543.024716334978,151.03190879286154,145.4868280775954,False,True,False,False,8.435278894811178,False,False,False,False,48,47,46,45,44,41,90,84,77,30.01,29.88,29.65,10,9,4,18,11,25,0.41,Rain
2012-12-04,806.5922703260311,226.9788341420137,828.2793524102983,2011.0,471.82946737236966,183.80836053334482,493.4787530908421,584.5945955833196,162.5937733310731,156.6242030321436,False,False,False,False,8.412389644083493,False,True,False,False,53,50,46,50,44,40,93,80,66,29.85,29.71,29.54,10,9,3,17,8,25,0.46,Rain
2012-12-05,922.5073206115721,259.5978709729645,947.3110445269448,2300.0,539.63589008277,210.22338599039938,564.3963859318433,668.6064494488488,185.96005900619997,179.13260416406285,False,False,False,False,8.390703582211897,False,False,True,False,48,45,42,39,37,35,82,72,63,30.21,30.13,29.88,10,10,8,14,10,24,0.02,Rain
2012-12-06,753.6483719257149,212.08017372095662,773.9119359417954,1879.0,440.8590597676194,171.74336620693933,461.08730833301456,546.2223993540813,151.9212829881086,146.34354922794526,False,False,False,False,8.370238212602692,True,False,False,False,46,44,42,40,39,37,86,80,74,30.18,30.1,30.05,10,10,6,14,9,26,0.07,Rain
2012-12-07,728.3796931437457,204.96944942908848,747.9638508091008,1816.0,426.07772886535236,165.9850734602458,445.6277551531423,527.9083966083084,146.82759441533008,141.43687354866876,True,False,False,False,8.351010263538862,False,False,False,False,46,42,39,41,39,34,86,80,71,30.16,30.05,29.96,10,10,7,17,9,26,0.14,Rain
2012-12-08,350.55278183239744,98.6471909697265,359.97819692023904,874.0,205.0616382314526,79.88488667635177,214.47062665410044,254.07045079056255,70.66482242235598,68.07038958234388,False,False,True,False,8.333035640022784,False,False,False,False,44,40,37,36,34,32,86,77,61,30.35,30.25,30.15,10,10,10,12,6,0,0.0,
2012-12-09,169.26003882525367,47.63056589156131,173.8109829523351,422.0,99.01145461518651,38.5714212556298,103.55446733184255,122.67474855104966,34.1196282176593,32.866938677058485,False,False,False,True,8.316329377096084,False,False,False,False,45,41,37,43,39,34,96,89,79,30.38,30.33,30.28,10,6,2,9,4,0,0.06,Rain
2012-12-10,867.1568813748779,244.02199871458663,890.4723818553281,2162.0,507.25773667780385,197.6099828309754,530.5326027759326,628.4900624819179,174.80245546582796,168.38464791421902,False,True,False,False,8.300905594911503,False,False,False,False,46,44,42,43,41,39,93,87,81,30.42,30.33,30.11,10,9,5,9,2,0,0.0,
2012-12-11,780.1203211258728,219.52950393148518,801.0956441760468,1945.0,456.3442635699946,177.77586337014205,477.28303071192835,565.4084974687003,157.2575281595909,151.48387613004445,False,False,False,False,8.286777455828735,False,True,False,False,46,44,43,41,40,38,86,82,76,30.09,29.77,29.56,10,10,5,16,9,23,0.1,Rain
2012-12-12,741.2145776044284,208.5812458947993,761.143830559041,1848.0,433.58570646650395,168.90992056967744,453.4802266095855,537.210747209336,149.41486480150323,143.92915325877743,False,False,False,False,8.273957123800518,False,False,True,False,44,43,42,41,39,38,92,87,81,30.03,29.84,29.63,10,8,3,6,3,0,0.28,Rain
2012-12-13,807.3944506048238,227.20457142112068,829.1031011446695,2013.0,472.29871597244164,183.9911634776843,493.9695325568698,585.1759924958837,162.75547773020892,156.7799705140254,False,False,False,False,8.262455726306957,True,False,False,False,46,42,39,38,36,34,89,81,66,30.05,29.96,29.82,10,10,5,9,5,0,0.08,Rain
2012-12-14,685.4630482283379,192.89250499686796,703.8932935202386,1709.0,400.97292876150163,156.2051159380837,419.371053720661,496.8036617861228,138.17640906156336,133.10331326799275,True,False,False,False,8.252283319084928,False,False,False,False,44,40,34,39,36,32,93,86,65,29.95,29.87,29.79,10,9,6,10,5,0,0.25,Rain
2012-12-15,185.70473454050344,52.25818011325329,190.69783200694584,463.0,108.63105091666196,42.3188816145891,113.6154463854102,134.59338525861608,37.434568399943736,36.06017205563526,False,False,True,False,8.243448853885662,False,False,False,False,42,36,30,36,33,28,93,82,73,29.93,29.7,29.56,10,9,3,10,7,20,0.24,Rain
2012-12-16,140.7826389281138,39.616892483265445,144.5679028821555,351.0,82.35312931263142,32.08191673157833,86.13179628785956,102.03515815501999,28.37912204833748,27.337193070254806,False,False,False,True,8.235960149477135,False,False,False,False,55,47,39,48,37,34,89,84,76,29.75,29.49,28.97,10,9,4,20,11,28,0.92,Rain
2012-12-17,598.4264879793328,168.40001021376654,614.5165558409572,1492.0,350.0594556536925,136.37099647725037,366.1214816566566,433.72209677290545,120.63148175532626,116.20254148381814,False,True,False,False,8.229823866089097,False,False,False,False,48,42,37,43,35,30,86,73,60,29.89,29.5,28.94,10,10,10,23,15,39,0.11,Rain
2012-12-18,682.6554172525633,192.10242451999372,701.0101729499391,1702.0,399.3305586612497,155.5653056328956,417.653325589564,494.76877259214814,137.610443664588,132.5581270814065,False,False,False,False,8.225045483477222,False,True,False,False,39,36,34,34,32,29,92,81,67,29.99,29.95,29.88,10,9,5,13,10,23,0.05,"Rain , Snow"
2012-12-19,409.1119421842623,115.12601234453206,420.1118545293407,1020.0,239.3167860367067,93.22950161313364,250.29752767412177,296.5124254077503,82.46924355927129,79.44141575971483,False,False,False,False,8.221629282759688,False,False,True,False,46,40,33,40,34,28,94,81,63,29.95,29.72,29.57,10,8,4,22,8,30,0.99,"Rain , Snow"
2012-12-20,431.9740801298536,121.55952479907945,443.5886934589215,1077.0,252.69037113875794,98.43938552680875,264.284742455911,313.0822374158305,87.07781893464232,83.88078899334593,False,False,False,False,8.219578332154153,True,False,False,False,44,38,32,43,36,30,99,83,76,29.83,29.67,29.52,10,8,5,16,6,25,0.64,Rain
2012-12-21,494.14305173628554,139.0541639298662,507.42922037269386,1232.0,289.0571376443359,112.60661371311828,302.3201510730569,358.1404981395572,99.60990986766886,95.95276883918496,True,False,False,False,8.218894476716432,False,False,False,False,46,38,30,37,32,28,100,89,68,29.83,29.76,29.67,10,6,0,6,1,0,0.07,"Fog , Rain"
2012-12-22,197.73743872239348,55.644239299857176,203.05406302251467,493.0,115.66977991774156,45.06092577968125,120.97713837582553,143.31433894707934,39.86013438698112,38.39668428386216,False,False,True,False,8.219578332154153,False,False,False,False,48,44,39,41,37,34,89,79,59,29.74,29.6,29.51,10,10,8,15,3,29,0.12,Rain
2012-12-23,176.8807514737841,49.77507004307711,181.63659592886202,441.0,103.46931631587024,40.30804922685485,108.21687225910559,128.19801922040972,35.65582000944965,34.346729754935524,False,False,False,True,8.221629282759688,False,False,False,False,46,42,39,39,36,34,87,79,68,29.82,29.72,29.62,10,9,6,8,4,0,0.39,Rain
2012-12-24,230.22574001349668,64.78659910368768,236.41588676455052,574.0,134.6743482206565,52.464445025430095,140.85370674994695,166.86091390593012,46.409162551982085,44.70526730007481,False,True,False,False,8.225045483477222,False,False,False,False,45,41,37,39,37,35,93,85,76,30.17,30.06,29.85,10,9,5,8,5,0,0.08,Rain
2012-12-25,39.306833660840894,11.061126676239354,40.36368798419155,98.0,22.993181403526716,8.957344272634408,24.048193835356795,28.488448715646598,7.923515557655479,7.632606612207896,False,False,False,False,8.229823866089097,False,True,False,False,44,40,37,36,35,32,93,78,63,30.02,29.76,29.66,10,9,6,14,3,22,0.41,Rain
2012-12-26,338.9211677899036,95.3740004226761,348.03384027185575,845.0,198.25753353040895,77.23424398342935,207.3543243966989,245.64019555838144,68.32010863488652,65.81176109505788,False,False,False,False,8.235960149477135,False,False,True,False,46,42,39,41,37,34,85,79,73,29.92,29.79,29.7,10,10,4,17,6,24,0.25,Rain
2012-12-27,460.4514800269934,129.57319820737533,472.8317735291011,1148.0,269.34869644131294,104.92889005086022,281.7074134998939,333.7218278118602,92.81832510396416,89.41053460014962,False,False,False,False,8.243448853885662,True,False,False,False,46,44,41,40,38,36,89,81,71,30.17,30.08,29.92,10,9,2,8,4,0,0.27,Rain
2012-12-28,504.1703052211939,141.8758799187028,517.7260795523346,1257.0,294.92274514523564,114.89165051736174,308.45489439840304,365.40795954661,101.63121485686668,97.89986236270738,True,False,False,False,8.252283319084928,False,False,False,False,48,44,39,38,36,32,89,75,61,30.17,30.14,30.11,10,10,10,5,1,0,0.0,Rain
